66 33 83 ; 230 2 187 ; 138 118 67 ; 39 196 145 ; 251 55 20 ; 
151 57 421 ; 21 30 78 ; 237 134 295 ; 7 124 51 ; 15 146 50 ; 
79 195 164 ; 228 163 68 ; 17 80 1 ; 247 241 79 ; 191 209 271 ; 
248 47 313 ; 22 213 81 ; 157 125 114 ; 25 12 159 ; 171 22 350 ; 
110 231 253 ; 18 111 232 ; 98 212 21 ; 83 99 226 ; 37 190 265 ; 
84 244 260 ; 41 193 156 ; 166 163 363 ; 179 114 336 ; 201 72 249 ; 
176 45 468 ; 31 97 311 ; 243 122 389 ; 86 165 463 ; 21 198 171 ; 
9 167 404 ; 202 127 232 ; 109 110 437 ; 223 250 316 ; 39 159 419 ; 
84 240 148 ; 181 175 169 ; 48 128 48 ; 213 179 288 ; 155 58 22 ; 
66 230 319 ; 194 230 48 ; 48 16 438 ; 43 224 307 ; 202 99 110 ; 
186 175 253 ; 105 172 137 ; 233 201 199 ; 157 217 311 ; 215 63 348 ; 
190 187 427 ; 164 63 162 ; 180 142 208 ; 148 73 132 ; 247 228 419 ; 
167 165 22 ; 83 187 56 ; 28 134 38 ; 245 129 3 ; 53 81 120 ; 
240 188 208 ; 47 106 22 ; 189 218 146 ; 7 123 19 ; 235 70 455 ; 
144 220 375 ; 75 45 130 ; 209 231 185 ; 82 138 294 ; 163 203 243 ; 
96 227 56 ; 202 185 404 ; 165 51 40 ; 32 98 49 ; 102 38 92 ; 
67 225 131 ; 112 67 420 ; 87 248 447 ; 225 202 265 ; 172 146 35 ; 
143 142 255 ; 72 123 55 ; 124 151 97 ; 222 112 442 ; 4 81 222 ; 
229 28 357 ; 40 120 72 ; 33 32 424 ; 235 153 451 ; 125 100 360 ; 
12 211 421 ; 135 162 44 ; 30 60 253 ; 142 122 45 ; 223 217 87 ; 
252 158 336 ; 116 166 369 ; 148 30 318 ; 45 237 219 ; 146 157 366 ; 
101 250 152 ; 8 231 336 ; 68 28 323 ; 190 205 5 ; 151 92 431 ; 
53 240 195 ; 219 106 131 ; 249 12 307 ; 230 207 24 ; 132 125 45 ; 
126 169 259 ; 101 225 421 ; 129 160 437 ; 78 125 405 ; 171 233 119 ; 
155 52 451 ; 5 123 108 ; 17 54 368 ; 224 134 449 ; 94 4 8 ; 
7 19 52 ; 233 136 206 ; 137 5 16 ; 7 198 85 ; 240 70 312 ; 
36 93 283 ; 159 169 334 ; 213 209 188 ; 92 243 365 ; 96 251 234 ; 
115 135 364 ; 252 145 203 ; 1 1 144 ; 200 243 158 ; 14 51 453 ; 
107 30 109 ; 20 164 173 ; 230 48 276 ; 217 206 77 ; 212 76 249 ; 
91 40 189 ; 236 11 361 ; 238 216 333 ; 225 46 246 ; 20 139 154 ; 
50 216 380 ; 214 73 171 ; 7 89 192 ; 213 62 458 ; 33 128 123 ; 
73 33 343 ; 84 54 22 ; 44 71 218 ; 90 90 96 ; 229 52 93 ; 
189 29 225 ; 6 112 275 ; 95 216 78 ; 158 38 173 ; 30 77 426 ; 
63 72 275 ; 118 158 84 ; 189 225 408 ; 23 17 41 ; 76 35 195 ; 
105 72 473 ; 217 160 186 ; 178 206 9 ; 216 3 216 ; 38 13 238 ; 
110 56 176 ; 13 172 368 ; 238 116 26 ; 255 105 335 ; 34 185 43 ; 
107 238 155 ; 11 224 200 ; 217 217 53 ; 220 50 407 ; 233 40 72 ; 
33 61 170 ; 205 145 248 ; 65 91 477 ; 171 226 427 ; 100 129 195 ; 
82 108 373 ; 50 192 392 ; 12 238 175 ; 62 205 152 ; 102 133 496 ; 
163 99 485 ; 52 176 246 ; 143 9 215 ; 114 81 301 ; 243 152 44 ; 
96 1 344 ; 32 214 174 ; 14 181 368 ; 220 110 492 ; 97 2 58 ; 
197 128 361 ; 117 30 372 ; 126 138 313 ; 207 55 412 ; 103 143 302 ; 
105 75 230 ; 63 89 498 ; 244 153 10 ; 98 230 321 ; 101 112 337 ; 
229 97 482 ; 3 246 279 ; 141 191 124 ; 196 23 199 ; 83 226 78 ; 
158 160 458 ; 247 190 267 ; 145 252 194 ; 119 73 118 ; 231 114 341 ; 
73 253 358 ; 63 76 359 ; 254 17 238 ; 21 84 64 ; 247 102 488 ; 
151 224 56 ; 85 195 110 ; 82 229 30 ; 155 252 183 ; 14 117 210 ; 
11 83 225 ; 87 22 386 ; 104 220 269 ; 188 48 187 ; 35 73 53 ; 
3 181 168 ; 199 191 468 ; 172 193 97 ; 168 84 419 ; 29 94 255 ; 
112 80 293 ; 134 138 16 ; 99 4 407 ; 147 123 240 ; 220 8 416 ; 
145 141 163 ; 81 169 291 ; 18 26 418 ; 103 222 238 ; 197 61 223 ; 
21 170 360 ; 160 34 213 ; 164 241 287 ; 31 41 378 ; 40 30 198 ; 
181 53 86 ; 94 80 100 ; 120 50 201 ; 86 193 271 ; 147 248 494 ; 
61 76 432 ; 95 17 309 ; 81 93 365 ; 122 11 221 ; 152 77 213 ; 
206 108 245 ; 30 28 338 ; 81 29 460 ; 18 48 60 ; 10 171 59 ; 
86 235 210 ; 104 64 160 ; 197 54 275 ; 208 207 464 ; 30 136 467 ; 
138 105 255 ; 166 255 289 ; 195 243 64 ; 243 96 497 ; 158 35 31 ; 
137 121 185 ; 202 13 23 ; 0 1 259 ; 207 69 384 ; 88 4 425 ; 
193 92 431 ; 193 129 137 ; 180 197 495 ; 20 90 410 ; 55 1 301 ; 
177 178 368 ; 190 186 41 ; 191 41 483 ; 5 94 263 ; 9 99 399 ; 
101 134 159 ; 231 51 288 ; 172 134 125 ; 7 156 482 ; 8 165 66 ; 
187 77 142 ; 117 127 67 ; 158 122 353 ; 252 118 277 ; 95 65 302 ; 
229 100 99 ; 24 72 73 ; 158 238 364 ; 58 72 388 ; 224 182 143 ; 
45 92 12 ; 172 179 31 ; 39 201 372 ; 157 158 498 ; 222 120 295 ; 
66 91 38 ; 138 164 160 ; 120 212 148 ; 192 177 499 ; 119 148 121 ; 
211 128 21 ; 135 39 215 ; 80 67 447 ; 238 254 350 ; 102 181 391 ; 
193 203 117 ; 102 199 243 ; 58 220 58 ; 235 143 38 ; 128 124 315 ; 
0 74 10 ; 40 69 61 ; 107 236 92 ; 105 187 252 ; 30 38 170 ; 
234 112 352 ; 177 251 194 ; 141 17 324 ; 28 160 402 ; 153 239 22 ; 
227 181 326 ; 40 78 178 ; 20 111 110 ; 207 223 494 ; 246 62 31 ; 
102 2 18 ; 97 136 344 ; 115 116 21 ; 19 155 199 ; 2 173 227 ; 
183 63 228 ; 5 209 223 ; 116 140 279 ; 84 178 196 ; 146 65 471 ; 
148 239 349 ; 29 135 299 ; 145 209 65 ; 44 168 56 ; 217 155 311 ; 
24 40 145 ; 234 151 68 ; 118 47 345 ; 40 219 218 ; 105 86 290 ; 
89 200 232 ; 224 159 396 ; 177 216 181 ; 89 132 207 ; 245 67 431 ; 
29 4 25 ; 180 124 165 ; 227 250 179 ; 190 236 381 ; 21 50 413 ; 
221 10 11 ; 124 118 44 ; 85 0 4 ; 217 27 470 ; 29 98 139 ; 
33 131 92 ; 158 189 205 ; 152 224 202 ; 132 122 65 ; 182 59 140 ; 
192 102 249 ; 54 234 242 ; 54 79 270 ; 81 101 251 ; 180 212 389 ; 
55 57 346 ; 244 186 267 ; 213 240 425 ; 79 10 313 ; 138 226 205 ; 
241 207 39 ; 219 153 399 ; 42 223 34 ; 143 123 124 ; 100 240 230 ; 
157 130 134 ; 87 53 9 ; 72 135 374 ; 82 112 259 ; 52 222 46 ; 
3 1 0 ; 156 229 485 ; 123 255 341 ; 246 79 479 ; 230 241 167 ; 
104 71 247 ; 158 213 164 ; 37 87 123 ; 149 174 327 ; 115 84 45 ; 
117 132 65 ; 90 166 340 ; 89 163 260 ; 168 202 448 ; 154 129 6 ; 
225 156 473 ; 182 84 45 ; 13 100 195 ; 187 187 348 ; 15 101 318 ; 
148 66 161 ; 58 35 418 ; 221 159 340 ; 167 151 109 ; 41 134 54 ; 
197 91 200 ; 26 152 237 ; 126 116 472 ; 57 116 333 ; 158 10 377 ; 
225 20 56 ; 4 146 168 ; 163 107 50 ; 59 156 395 ; 193 118 35 ; 
28 234 284 ; 180 64 93 ; 40 76 479 ; 157 101 65 ; 167 58 31 ; 
187 31 421 ; 78 151 154 ; 185 74 70 ; 85 217 282 ; 204 16 385 ; 
182 112 90 ; 246 150 18 ; 66 213 66 ; 168 147 283 ; 226 138 16 ; 
1 31 83 ; 153 150 499 ; 227 16 33 ; 188 46 26 ; 205 135 439 ; 
61 161 475 ; 211 215 390 ; 169 194 68 ; 60 213 335 ; 198 133 23 ; 
229 220 361 ; 123 239 407 ; 140 80 180 ; 186 106 379 ; 66 218 103 ; 
227 21 240 ; 187 7 74 ; 125 240 197 ; 82 27 294 ; 215 238 430 ; 
179 163 136 ; 163 90 186 ; 243 170 29 ; 94 221 441 ; 56 205 204 ; 
77 137 202 ; 85 131 377 ; 69 81 248 ; 96 199 381 ; 78 122 263 ; 
241 242 206 ; 76 80 350 ; 246 42 193 ; 212 143 268 ; 161 175 454 ; 
42 17 338 ; 174 87 452 ; 255 87 185 ; 198 213 106 ; 64 164 254 ; 
51 75 4 ; 131 165 217 ; 173 162 153 ; 61 146 492 ; 236 225 112 ; 
254 103 173 ; 85 59 211 ; 172 100 5 ; 129 210 252 ; 38 160 451 ; 
113 188 179 ; 22 202 278 ; 184 35 434 ; 74 115 175 ; 43 151 0 ; 
147 92 409 ; 206 76 159 ; 51 233 276 ; 5 134 8 ; 166 233 294 ; 
98 140 44 ; 44 99 317 ; 80 189 315 ; 195 196 231 ; 91 9 333 ; 
183 58 77 ; 3 105 152 ; 237 237 10 ; 115 29 189 ; 92 207 295 ; 
232 167 433 ; 75 240 107 ; 8 79 36 ; 205 102 20 ; 214 200 255 ; 
16 85 2 ; 121 117 138 ; 102 99 21 ; 131 133 362 ; 83 172 413 ; 
250 121 125 ; 235 168 30 ; 58 4 53 ; 161 176 482 ; 105 32 343 ; 
190 234 137 ; 51 108 125 ; 150 242 318 ; 27 100 140 ; 199 74 303 ; 
64 139 102 ; 233 181 81 ; 237 43 112 ; 158 169 306 ; 190 244 99 ; 
168 21 324 ; 21 70 410 ; 7 240 157 ; 107 0 280 ; 181 147 115 ; 
65 122 15 ; 246 91 59 ; 33 39 60 ; 202 45 202 ; 190 213 4 ; 
211 229 426 ; 25 180 118 ; 9 181 219 ; 9 77 102 ; 157 1 482 ; 
23 124 67 ; 114 55 40 ; 153 220 227 ; 198 110 32 ; 155 158 291 ; 
129 140 345 ; 53 34 333 ; 234 206 82 ; 56 128 60 ; 57 158 257 ; 
181 114 330 ; 236 134 381 ; 200 145 139 ; 54 190 420 ; 212 181 31 ; 
96 106 422 ; 131 243 67 ; 81 150 228 ; 209 66 267 ; 112 247 259 ; 
226 74 376 ; 104 179 281 ; 250 143 237 ; 184 3 158 ; 109 62 40 ; 
215 21 445 ; 203 108 297 ; 97 249 216 ; 163 112 273 ; 154 31 71 ; 
228 7 295 ; 152 164 161 ; 39 45 61 ; 42 127 223 ; 105 8 31 ; 
126 101 128 ; 234 34 360 ; 227 99 411 ; 83 244 364 ; 114 87 131 ; 
121 42 469 ; 29 223 62 ; 75 253 142 ; 202 20 349 ; 210 228 103 ; 
55 32 492 ; 90 52 234 ; 189 19 249 ; 177 83 116 ; 9 54 104 ; 
51 180 470 ; 19 22 296 ; 16 16 361 ; 36 49 108 ; 8 124 491 ; 
41 49 253 ; 93 99 193 ; 113 128 107 ; 196 129 212 ; 251 213 133 ; 
175 155 294 ; 197 219 490 ; 213 57 381 ; 6 225 381 ; 130 84 361 ; 
179 154 58 ; 23 23 99 ; 151 238 196 ; 24 130 113 ; 237 199 214 ; 
137 22 333 ; 100 152 440 ; 157 45 449 ; 127 210 2 ; 211 155 300 ; 
109 109 94 ; 132 104 434 ; 114 193 497 ; 244 138 88 ; 188 24 473 ; 
210 161 254 ; 106 217 107 ; 151 214 328 ; 105 168 481 ; 4 128 324 ; 
114 219 52 ; 218 233 65 ; 155 14 262 ; 38 202 248 ; 62 159 237 ; 
224 98 213 ; 185 173 323 ; 144 93 205 ; 56 171 92 ; 185 119 69 ; 
148 23 293 ; 125 37 175 ; 139 183 166 ; 85 187 109 ; 245 180 471 ; 
87 105 318 ; 4 240 130 ; 98 225 403 ; 13 105 235 ; 132 90 128 ; 
156 80 381 ; 193 183 293 ; 120 249 298 ; 51 215 393 ; 232 218 18 ; 
81 28 147 ; 66 62 386 ; 35 26 195 ; 141 133 401 ; 231 41 338 ; 
55 134 182 ; 239 119 134 ; 232 229 463 ; 191 222 283 ; 154 45 491 ; 
182 112 27 ; 245 11 456 ; 15 170 250 ; 148 171 466 ; 190 185 47 ; 
68 75 210 ; 188 122 454 ; 161 105 453 ; 128 209 373 ; 173 108 29 ; 
29 239 39 ; 40 195 221 ; 210 218 262 ; 125 20 361 ; 54 219 458 ; 
130 137 328 ; 252 111 204 ; 101 68 232 ; 54 2 210 ; 162 127 178 ; 
145 150 7 ; 85 99 344 ; 47 38 429 ; 67 247 103 ; 30 93 325 ; 
167 129 79 ; 23 234 401 ; 91 14 277 ; 93 212 171 ; 220 26 365 ; 
114 13 204 ; 214 30 65 ; 252 87 54 ; 243 98 273 ; 81 235 188 ; 
210 171 346 ; 188 236 310 ; 203 42 33 ; 159 205 172 ; 186 166 102 ; 
199 34 350 ; 229 48 309 ; 60 146 199 ; 159 36 283 ; 138 248 126 ; 
53 235 187 ; 34 133 146 ; 76 54 206 ; 25 66 305 ; 191 172 301 ; 
226 243 223 ; 18 172 430 ; 164 59 64 ; 200 198 404 ; 193 68 259 ; 
172 20 454 ; 49 182 67 ; 103 20 57 ; 169 62 349 ; 86 7 466 ; 
73 138 422 ; 245 212 124 ; 48 4 490 ; 246 113 222 ; 58 124 151 ; 
78 18 112 ; 4 222 156 ; 25 203 241 ; 87 5 104 ; 94 87 269 ; 
232 105 487 ; 188 93 164 ; 193 99 257 ; 50 14 169 ; 174 129 183 ; 
193 181 426 ; 159 149 140 ; 106 166 417 ; 111 30 18 ; 199 63 249 ; 
48 183 411 ; 142 119 79 ; 241 45 35 ; 255 18 344 ; 128 238 410 ; 
53 4 345 ; 202 104 454 ; 112 209 305 ; 142 83 307 ; 206 44 311 ; 
133 99 134 ; 252 130 198 ; 41 94 480 ; 60 250 118 ; 42 201 389 ; 
46 70 94 ; 150 132 195 ; 104 97 202 ; 187 168 2 ; 232 95 405 ; 
75 221 179 ; 206 140 164 ; 44 200 24 ; 38 246 18 ; 239 36 166 ; 
53 210 4 ; 185 181 106 ; 26 99 316 ; 195 130 200 ; 34 47 332 ; 
0 170 256 ; 140 170 87 ; 84 166 257 ; 75 204 301 ; 111 46 64 ; 
65 186 307 ; 246 116 229 ; 90 197 282 ; 220 125 273 ; 11 241 360 ; 
181 77 206 ; 95 245 298 ; 5 106 334 ; 210 12 147 ; 0 212 206 ; 
187 139 49 ; 47 120 326 ; 244 31 380 ; 114 224 266 ; 99 100 486 ; 
177 10 297 ; 166 177 378 ; 16 227 245 ; 28 106 275 ; 240 60 485 ; 
124 125 189 ; 244 255 448 ; 19 120 16 ; 243 74 60 ; 87 249 282 ; 
98 178 366 ; 19 33 419 ; 246 238 381 ; 97 193 9 ; 157 102 106 ; 
27 12 86 ; 26 108 110 ; 146 252 55 ; 221 129 406 ; 214 119 438 ; 
136 209 9 ; 169 220 179 ; 152 141 98 ; 89 79 101 ; 192 45 38 ; 
204 251 263 ; 56 70 178 ; 53 133 109 ; 182 215 435 ; 45 29 128 ; 
255 187 322 ; 219 186 463 ; 105 205 132 ; 184 214 428 ; 229 64 274 ; 
224 71 358 ; 38 106 370 ; 171 167 258 ; 131 118 391 ; 160 35 329 ; 
91 165 355 ; 22 176 334 ; 227 101 241 ; 185 177 106 ; 249 87 290 ; 
64 189 399 ; 170 239 372 ; 81 90 466 ; 200 249 294 ; 235 79 57 ; 
144 210 249 ; 65 84 29 ; 166 177 75 ; 87 120 338 ; 175 246 419 ; 
108 90 208 ; 92 158 468 ; 182 8 231 ; 175 30 104 ; 254 183 24 ; 
208 241 323 ; 36 134 120 ; 214 49 433 ; 78 191 395 ; 68 6 82 ; 
158 70 121 ; 60 198 74 ; 69 241 458 ; 99 110 236 ; 27 178 447 ; 
12 226 126 ; 146 162 274 ; 195 163 431 ; 130 74 337 ; 136 72 451 ; 
206 246 415 ; 148 16 278 ; 134 134 466 ; 244 178 95 ; 166 141 459 ; 
136 103 318 ; 42 18 422 ; 205 225 448 ; 23 134 175 ; 96 121 89 ; 
86 176 109 ; 102 134 147 ; 236 153 171 ; 158 240 265 ; 43 171 33 ; 
147 129 204 ; 165 99 396 ; 134 215 83 ; 12 14 252 ; 133 199 244 ; 
53 8 196 ; 188 23 378 ; 85 187 216 ; 69 228 168 ; 241 2 322 ; 
114 198 477 ; 214 18 408 ; 173 137 241 ; 188 206 463 ; 131 42 207 ; 
140 230 480 ; 163 248 346 ; 94 112 434 ; 67 212 63 ; 69 214 328 ; 
11 3 41 ; 29 196 372 ; 167 41 94 ; 117 21 155 ; 159 12 83 ; 
133 137 319 ; 125 59 471 ; 237 169 38 ; 193 108 193 ; 151 116 404 ; 
154 110 205 ; 94 218 300 ; 136 28 85 ; 157 11 348 ; 169 183 137 ; 
50 230 252 ; 109 161 37 ; 22 255 222 ; 130 188 23 ; 247 188 460 ; 
101 1 59 ; 63 81 94 ; 91 191 176 ; 102 211 400 ; 29 93 377 ; 
3 133 19 ; 164 51 305 ; 164 93 83 ; 96 117 285 ; 29 77 180 ; 
30 189 243 ; 112 199 368 ; 47 47 279 ; 2 32 218 ; 95 173 192 ; 
229 228 138 ; 24 78 373 ; 117 37 370 ; 234 18 166 ; 56 130 306 ; 
245 233 195 ; 188 181 186 ; 235 192 282 ; 11 38 69 ; 185 243 247 ; 
157 221 103 ; 235 202 92 ; 16 92 400 ; 35 146 249 ; 165 41 16 ; 
143 220 160 ; 68 174 93 ; 5 240 409 ; 43 97 284 ; 30 213 324 ; 
251 168 257 ; 198 96 102 ; 34 48 166 ; 181 117 382 ; 222 165 389 ; 
186 13 367 ; 105 106 58 ; 89 131 386 ; 187 136 131 ; 144 152 11 ; 
56 97 69 ; 152 199 297 ; 200 25 419 ; 61 124 157 ; 227 1 178 ; 
240 44 140 ; 91 230 239 ; 222 229 12 ; 102 232 93 ; 254 23 52 ; 
95 101 136 ; 39 174 152 ; 64 189 488 ; 188 238 100 ; 190 213 34 ; 
234 153 9 ; 209 24 37 ; 182 0 212 ; 158 66 295 ; 182 62 217 ; 
27 203 8 ; 201 143 275 ; 134 236 270 ; 116 16 363 ; 73 114 435 ; 
227 183 377 ; 251 237 408 ; 252 125 437 ; 62 236 351 ; 124 194 281 ; 
71 150 91 ; 215 201 350 ; 195 36 207 ; 211 191 229 ; 70 22 74 ; 
253 44 475 ; 234 44 370 ; 104 253 202 ; 84 132 186 ; 22 169 64 ; 
172 133 240 ; 118 123 204 ; 154 59 255 ; 89 128 86 ; 111 58 149 ; 
155 62 127 ; 199 36 381 ; 196 6 299 ; 72 228 447 ; 242 0 120 ; 
119 153 386 ; 242 121 403 ; 45 48 149 ; 174 170 43 ; 232 247 300 ; 
38 139 207 ; 75 28 495 ; 81 151 70 ; 54 123 371 ; 54 179 451 ; 
207 1 241 ; 72 252 36 ; 120 109 39 ; 34 120 456 ; 26 220 166 ; 
165 176 447 ; 193 31 273 ; 88 85 368 ; 211 80 82 ; 134 148 156 ; 
136 201 302 ; 132 118 262 ; 242 21 442 ; 106 225 247 ; 71 92 113 ; 
247 191 43 ; 22 72 312 ; 107 29 5 ; 188 67 70 ; 80 159 9 ; 
25 49 92 ; 143 147 56 ; 164 62 156 ; 134 97 42 ; 226 166 109 ; 
161 6 156 ; 233 10 243 ; 6 208 217 ; 73 238 0 ; 232 223 260 ; 
26 87 4 ; 173 87 122 ; 235 220 1 ; 76 82 34 ; 243 51 176 ; 
249 91 94 ; 3 122 439 ; 211 175 132 ; 193 80 395 ; 161 172 160 ; 
248 89 85 ; 80 31 323 ; 44 116 488 ; 126 110 24 ; 178 238 176 ; 
13 80 411 ; 136 83 272 ; 55 64 276 ; 135 51 223 ; 52 111 37 ; 
141 148 430 ; 172 211 290 ; 32 192 378 ; 143 152 498 ; 125 188 397 ; 
206 212 183 ; 33 228 160 ; 97 248 424 ; 148 224 396 ; 4 137 223 ; 
152 211 19 ; 108 21 288 ; 44 168 4 ; 196 102 169 ; 128 163 316 ; 
84 146 121 ; 57 143 31 ; 49 19 337 ; 17 207 318 ; 154 19 75 ; 
109 138 267 ; 131 143 479 ; 43 63 387 ; 145 16 479 ; 53 112 131 ; 
199 78 20 ; 86 249 56 ; 106 198 69 ; 57 245 279 ; 76 184 464 ; 
215 127 311 ; 102 222 100 ; 165 170 475 ; 182 161 462 ; 38 93 116 ; 
116 153 129 ; 110 41 388 ; 52 243 55 ; 41 238 201 ; 225 250 74 ; 
96 161 399 ; 63 182 194 ; 233 77 452 ; 138 16 325 ; 231 100 187 ; 
128 237 354 ; 170 61 446 ; 157 228 496 ; 139 245 45 ; 133 64 262 ; 
39 215 372 ; 221 69 344 ; 42 25 307 ; 58 146 352 ; 158 194 459 ; 
139 24 110 ; 201 226 475 ; 173 27 313 ; 163 136 194 ; 227 30 397 ; 
186 150 90 ; 255 111 233 ; 24 134 278 ; 170 135 53 ; 108 18 371 ; 
132 132 350 ; 103 119 117 ; 130 20 266 ; 10 78 352 ; 40 19 223 ; 
191 94 454 ; 46 207 148 ; 180 30 499 ; 59 151 107 ; 77 74 1 ; 
210 156 18 ; 73 122 214 ; 94 32 185 ; 172 116 279 ; 192 107 245 ; 
30 69 142 ; 237 217 45 ; 11 108 299 ; 162 23 211 ; 237 109 191 ; 
137 47 344 ; 3 117 282 ; 36 35 184 ; 152 82 362 ; 4 140 158 ; 
73 238 26 ; 35 15 204 ; 143 94 74 ; 167 97 469 ; 20 160 240 ; 
67 45 109 ; 184 139 482 ; 219 51 274 ; 46 57 454 ; 186 236 226 ; 
168 94 462 ; 183 239 468 ; 21 109 95 ; 118 246 490 ; 23 34 465 ; 
68 59 169 ; 207 222 120 ; 3 132 89 ; 60 78 56 ; 40 176 6 ; 
135 23 184 ; 118 199 232 ; 227 154 47 ; 217 252 280 ; 252 6 143 ; 
55 35 178 ; 21 132 230 ; 153 157 81 ; 231 145 268 ; 152 180 301 ; 
175 144 393 ; 118 21 220 ; 16 80 486 ; 12 161 321 ; 18 104 491 ; 
54 70 439 ; 186 104 422 ; 87 89 128 ; 232 78 477 ; 156 127 277 ; 
45 216 253 ; 66 185 220 ; 146 15 498 ; 51 73 182 ; 155 92 466 ; 
225 107 113 ; 73 177 143 ; 163 13 381 ; 241 3 212 ; 112 224 396 ; 
72 85 441 ; 1 121 30 ; 17 19 396 ; 90 189 86 ; 182 115 86 ; 
33 60 185 ; 210 59 267 ; 224 244 208 ; 227 4 443 ; 195 253 240 ; 
24 146 400 ; 145 84 169 ; 164 88 266 ; 97 238 179 ; 212 184 433 ; 
17 30 167 ; 76 101 172 ; 65 245 223 ; 69 41 447 ; 66 77 322 ; 
212 226 477 ; 40 191 313 ; 128 157 402 ; 111 141 446 ; 39 214 275 ; 
69 214 59 ; 170 246 60 ; 160 233 273 ; 201 188 226 ; 22 114 335 ; 
248 235 498 ; 183 124 6 ; 85 158 391 ; 226 100 399 ; 184 139 266 ; 
142 135 282 ; 133 147 279 ; 110 236 378 ; 43 134 138 ; 157 102 3 ; 
137 136 65 ; 5 126 226 ; 164 157 153 ; 8 61 466 ; 148 75 196 ; 
27 129 129 ; 174 253 227 ; 155 35 368 ; 33 233 423 ; 135 120 190 ; 
15 29 343 ; 142 187 8 ; 43 17 202 ; 104 187 326 ; 180 72 474 ; 
53 141 478 ; 50 96 45 ; 85 185 440 ; 62 128 83 ; 182 114 200 ; 
212 1 480 ; 143 26 419 ; 160 56 377 ; 92 250 393 ; 164 196 217 ; 
49 35 469 ; 145 156 79 ; 74 196 177 ; 202 135 495 ; 60 108 21 ; 
62 216 260 ; 88 83 128 ; 144 93 351 ; 138 146 84 ; 78 47 144 ; 
113 129 228 ; 14 8 169 ; 210 193 342 ; 90 208 265 ; 198 30 415 ; 
158 34 280 ; 241 250 54 ; 78 97 98 ; 224 105 466 ; 16 205 132 ; 
145 213 274 ; 153 14 372 ; 90 217 470 ; 43 238 360 ; 73 205 478 ; 
107 233 24 ; 101 67 478 ; 198 245 464 ; 48 55 6 ; 253 3 351 ; 
211 30 215 ; 225 170 420 ; 186 68 341 ; 168 176 211 ; 118 119 174 ; 
95 3 103 ; 163 46 406 ; 152 74 415 ; 208 180 482 ; 211 255 486 ; 
241 90 127 ; 155 70 282 ; 223 203 472 ; 144 171 38 ; 7 181 99 ; 
10 9 69 ; 56 199 228 ; 130 235 483 ; 55 213 80 ; 54 239 188 ; 
145 6 439 ; 215 241 461 ; 163 189 124 ; 78 67 400 ; 3 114 148 ; 
12 23 51 ; 212 28 77 ; 191 195 262 ; 148 3 68 ; 131 19 3 ; 
137 247 122 ; 122 204 287 ; 55 60 122 ; 123 140 469 ; 237 108 187 ; 
5 83 155 ; 33 69 475 ; 228 111 203 ; 232 27 310 ; 251 255 426 ; 
242 25 389 ; 190 196 327 ; 251 70 21 ; 135 108 297 ; 244 223 192 ; 
71 86 157 ; 140 218 466 ; 251 49 495 ; 23 72 432 ; 22 242 4 ; 
47 32 103 ; 243 215 170 ; 57 8 164 ; 165 113 211 ; 133 85 63 ; 
219 39 367 ; 181 253 378 ; 231 245 323 ; 47 209 314 ; 33 149 273 ; 
65 84 351 ; 24 6 374 ; 33 119 277 ; 146 226 35 ; 232 213 468 ; 
15 188 117 ; 12 235 285 ; 1 166 150 ; 210 92 269 ; 103 42 100 ; 
188 13 274 ; 194 32 31 ; 57 37 348 ; 28 100 301 ; 241 73 483 ; 
174 178 143 ; 153 247 438 ; 63 242 335 ; 155 211 180 ; 197 228 55 ; 
211 22 166 ; 243 137 118 ; 24 21 433 ; 125 194 422 ; 198 2 150 ; 
120 41 180 ; 112 96 230 ; 98 163 179 ; 53 231 202 ; 25 254 465 ; 
47 125 391 ; 185 183 34 ; 206 180 269 ; 145 235 225 ; 147 61 438 ; 
188 129 80 ; 28 115 417 ; 191 254 85 ; 167 200 235 ; 165 46 340 ; 
34 89 298 ; 218 87 437 ; 142 72 86 ; 121 81 445 ; 183 216 166 ; 
56 36 233 ; 172 233 493 ; 170 30 386 ; 115 181 97 ; 161 130 308 ; 
250 104 426 ; 81 125 116 ; 153 76 350 ; 234 233 413 ; 194 23 374 ; 
231 216 385 ; 208 85 330 ; 239 239 438 ; 164 73 36 ; 38 73 31 ; 
142 239 36 ; 12 184 146 ; 88 90 43 ; 65 139 200 ; 88 54 343 ; 
48 151 409 ; 133 49 480 ; 117 119 325 ; 190 104 28 ; 7 203 324 ; 
247 208 407 ; 175 206 277 ; 9 30 169 ; 149 6 373 ; 203 217 482 ; 
98 111 366 ; 148 235 258 ; 11 56 4 ; 115 116 341 ; 63 85 15 ; 
15 92 38 ; 221 241 337 ; 251 147 380 ; 2 140 166 ; 219 199 311 ; 
74 89 486 ; 54 28 484 ; 110 100 432 ; 227 33 472 ; 56 156 287 ; 
148 30 114 ; 133 152 285 ; 24 192 151 ; 165 242 254 ; 108 185 148 ; 
197 75 176 ; 225 64 246 ; 69 200 44 ; 102 92 395 ; 2 100 178 ; 
33 170 218 ; 185 0 126 ; 121 51 475 ; 108 97 492 ; 37 146 345 ; 
113 158 221 ; 177 244 486 ; 121 129 252 ; 214 124 21 ; 58 90 136 ; 
228 112 462 ; 228 26 391 ; 23 73 112 ; 121 145 6 ; 11 126 238 ; 
169 215 119 ; 157 246 340 ; 30 246 33 ; 154 59 335 ; 244 231 365 ; 
