291 181 455 ; 877 134 389 ; 651 61 150 ; 817 935 287 ; 873 959 190 ; 
340 205 304 ; 799 36 256 ; 727 847 279 ; 416 209 160 ; 467 918 270 ; 
931 493 65 ; 383 649 24 ; 136 556 124 ; 689 26 116 ; 385 368 228 ; 
590 692 175 ; 626 220 59 ; 449 924 174 ; 658 296 241 ; 553 666 430 ; 
22 183 233 ; 671 1011 312 ; 203 823 111 ; 229 299 452 ; 597 864 237 ; 
266 567 435 ; 486 611 73 ; 386 429 432 ; 682 975 205 ; 324 913 448 ; 
508 294 233 ; 495 607 27 ; 295 278 294 ; 594 86 78 ; 434 584 491 ; 
1002 443 401 ; 589 892 463 ; 1018 944 137 ; 969 422 352 ; 858 558 266 ; 
129 223 355 ; 736 934 331 ; 1014 268 422 ; 77 830 105 ; 661 598 496 ; 
80 963 322 ; 972 570 112 ; 893 663 277 ; 291 119 344 ; 849 258 201 ; 
48 721 484 ; 982 668 425 ; 226 86 485 ; 33 824 479 ; 631 108 360 ; 
570 850 365 ; 116 547 133 ; 779 832 238 ; 899 88 259 ; 133 314 458 ; 
854 374 79 ; 498 563 59 ; 584 464 425 ; 384 355 471 ; 492 324 276 ; 
319 953 183 ; 866 639 445 ; 674 273 173 ; 763 800 357 ; 53 594 200 ; 
427 213 469 ; 990 904 371 ; 430 529 89 ; 785 380 193 ; 85 265 494 ; 
15 780 486 ; 654 842 493 ; 927 1019 331 ; 703 952 426 ; 273 760 325 ; 
486 701 230 ; 366 472 477 ; 895 741 343 ; 251 571 313 ; 516 785 366 ; 
273 467 216 ; 91 469 375 ; 86 312 33 ; 15 830 224 ; 775 63 411 ; 
453 373 404 ; 925 86 430 ; 643 789 252 ; 190 898 443 ; 975 769 178 ; 
418 725 383 ; 887 696 92 ; 176 297 251 ; 1006 825 33 ; 46 8 0 ; 
419 488 0 ; 506 430 353 ; 271 738 134 ; 146 917 81 ; 915 323 91 ; 
616 246 158 ; 288 442 121 ; 585 729 472 ; 386 79 248 ; 394 467 375 ; 
882 607 325 ; 288 176 32 ; 2 671 474 ; 919 784 494 ; 218 64 256 ; 
465 318 275 ; 907 991 471 ; 613 504 219 ; 692 192 404 ; 135 887 250 ; 
743 604 20 ; 919 741 470 ; 566 359 30 ; 327 249 452 ; 391 285 31 ; 
709 212 297 ; 677 755 282 ; 157 562 78 ; 349 954 287 ; 213 708 443 ; 
817 856 398 ; 534 862 153 ; 894 132 61 ; 119 428 311 ; 405 619 134 ; 
617 5 325 ; 349 879 191 ; 911 613 352 ; 842 960 485 ; 526 975 338 ; 
359 102 435 ; 197 995 157 ; 330 760 183 ; 758 68 489 ; 354 726 421 ; 
359 752 234 ; 214 463 203 ; 828 851 4 ; 764 372 356 ; 716 242 162 ; 
818 326 24 ; 789 203 463 ; 526 614 301 ; 594 896 419 ; 296 273 417 ; 
24 55 383 ; 487 454 262 ; 314 179 189 ; 686 815 389 ; 929 245 1 ; 
231 201 321 ; 434 517 395 ; 24 6 229 ; 920 849 235 ; 169 402 225 ; 
224 310 185 ; 679 576 294 ; 858 33 389 ; 649 318 176 ; 894 344 490 ; 
71 61 171 ; 588 597 302 ; 594 898 96 ; 419 701 237 ; 822 74 361 ; 
108 767 95 ; 684 461 171 ; 718 643 498 ; 12 115 228 ; 356 273 421 ; 
418 337 387 ; 1015 631 355 ; 889 336 435 ; 566 65 486 ; 640 714 221 ; 
383 509 115 ; 845 529 199 ; 464 203 88 ; 579 736 470 ; 852 893 234 ; 
165 921 87 ; 797 1020 497 ; 109 683 64 ; 174 941 369 ; 888 595 295 ; 
374 46 271 ; 903 630 482 ; 82 874 75 ; 818 812 439 ; 688 762 250 ; 
585 45 351 ; 581 770 264 ; 240 462 441 ; 158 19 34 ; 753 142 76 ; 
799 905 133 ; 405 4 299 ; 255 971 98 ; 43 355 28 ; 806 317 375 ; 
851 108 355 ; 598 65 60 ; 36 818 197 ; 56 657 201 ; 198 669 411 ; 
80 546 48 ; 84 797 80 ; 31 927 205 ; 386 116 13 ; 704 123 472 ; 
812 818 318 ; 877 50 342 ; 672 887 188 ; 305 940 124 ; 974 128 20 ; 
497 68 171 ; 270 808 199 ; 174 930 291 ; 290 283 170 ; 413 703 129 ; 
207 906 65 ; 257 936 33 ; 120 540 299 ; 36 180 303 ; 164 901 432 ; 
233 796 262 ; 17 771 279 ; 947 830 486 ; 206 920 276 ; 910 373 86 ; 
792 530 235 ; 704 476 134 ; 220 275 139 ; 400 746 151 ; 277 498 19 ; 
49 200 8 ; 820 400 165 ; 626 870 126 ; 523 490 246 ; 896 400 388 ; 
403 723 26 ; 879 229 34 ; 130 1016 50 ; 876 899 114 ; 350 818 55 ; 
550 902 40 ; 950 195 446 ; 796 530 118 ; 262 788 201 ; 662 228 216 ; 
361 579 440 ; 590 697 143 ; 582 496 210 ; 457 514 88 ; 252 933 432 ; 
130 606 26 ; 326 328 281 ; 856 870 327 ; 620 1015 4 ; 848 659 234 ; 
403 176 161 ; 77 95 314 ; 573 894 33 ; 63 798 455 ; 997 555 233 ; 
579 661 33 ; 907 294 67 ; 753 878 1 ; 745 210 313 ; 380 828 249 ; 
556 61 198 ; 652 680 37 ; 522 865 154 ; 296 608 247 ; 851 809 283 ; 
489 238 168 ; 783 822 295 ; 637 707 110 ; 847 425 231 ; 652 762 212 ; 
713 924 417 ; 369 466 489 ; 210 84 221 ; 819 276 27 ; 604 531 144 ; 
843 759 207 ; 641 542 392 ; 324 208 184 ; 749 627 57 ; 488 768 369 ; 
388 265 205 ; 854 318 226 ; 939 0 248 ; 191 203 154 ; 722 703 253 ; 
457 7 278 ; 999 823 261 ; 183 375 122 ; 810 565 66 ; 554 578 56 ; 
819 219 44 ; 114 573 376 ; 114 273 443 ; 317 184 250 ; 1021 913 397 ; 
4 199 19 ; 827 328 284 ; 179 74 339 ; 744 145 146 ; 298 965 288 ; 
517 225 127 ; 66 897 282 ; 340 376 244 ; 524 794 86 ; 413 379 336 ; 
613 686 489 ; 941 426 105 ; 1016 141 76 ; 137 39 87 ; 78 748 195 ; 
303 987 121 ; 176 1021 70 ; 553 146 121 ; 323 408 21 ; 703 988 425 ; 
365 541 142 ; 792 98 247 ; 933 483 205 ; 973 22 489 ; 697 306 314 ; 
660 887 440 ; 657 962 59 ; 803 79 47 ; 188 560 200 ; 152 541 472 ; 
694 935 259 ; 792 919 228 ; 251 820 220 ; 274 713 222 ; 580 743 379 ; 
443 851 332 ; 381 238 60 ; 460 825 197 ; 1020 942 489 ; 537 358 21 ; 
449 477 333 ; 344 961 415 ; 140 190 372 ; 853 352 131 ; 572 463 133 ; 
399 247 369 ; 637 691 17 ; 438 768 146 ; 356 625 379 ; 714 670 235 ; 
167 868 493 ; 105 735 294 ; 295 371 238 ; 647 259 30 ; 86 420 363 ; 
333 138 347 ; 0 299 126 ; 768 841 259 ; 370 820 441 ; 16 796 78 ; 
884 285 492 ; 596 223 92 ; 967 505 457 ; 202 927 160 ; 623 154 275 ; 
761 977 477 ; 36 151 154 ; 877 986 14 ; 674 211 458 ; 446 817 124 ; 
731 90 237 ; 954 554 481 ; 435 99 421 ; 338 963 133 ; 492 426 247 ; 
445 999 398 ; 596 881 307 ; 558 763 195 ; 769 389 5 ; 563 386 467 ; 
653 399 169 ; 183 272 104 ; 282 742 66 ; 221 131 293 ; 647 746 19 ; 
622 961 107 ; 479 912 404 ; 218 900 388 ; 607 741 318 ; 993 232 487 ; 
368 169 474 ; 641 837 123 ; 359 411 174 ; 490 420 288 ; 212 767 477 ; 
149 582 164 ; 38 842 178 ; 938 674 173 ; 655 40 367 ; 887 175 15 ; 
32 874 444 ; 869 177 393 ; 256 688 342 ; 676 456 417 ; 419 446 251 ; 
1001 58 239 ; 819 293 133 ; 469 1006 91 ; 509 914 161 ; 684 405 496 ; 
534 889 415 ; 712 718 291 ; 376 164 228 ; 832 993 292 ; 254 264 128 ; 
313 772 107 ; 606 405 484 ; 588 76 367 ; 478 685 144 ; 883 925 281 ; 
749 4 469 ; 443 139 184 ; 608 119 196 ; 577 355 236 ; 842 243 388 ; 
590 550 187 ; 995 834 296 ; 47 913 42 ; 732 437 154 ; 633 470 297 ; 
637 163 188 ; 776 391 273 ; 895 307 93 ; 226 599 193 ; 469 700 490 ; 
1019 31 88 ; 829 699 226 ; 718 949 185 ; 131 763 112 ; 601 32 316 ; 
764 185 145 ; 132 62 366 ; 439 383 270 ; 15 288 85 ; 715 771 455 ; 
746 47 156 ; 421 938 499 ; 346 775 468 ; 85 660 430 ; 118 252 233 ; 
303 478 306 ; 365 316 471 ; 749 931 263 ; 13 392 230 ; 784 80 405 ; 
832 236 232 ; 746 388 398 ; 497 344 51 ; 133 1019 233 ; 386 800 99 ; 
864 159 149 ; 156 282 72 ; 63 537 493 ; 456 207 358 ; 536 917 212 ; 
772 293 192 ; 136 416 444 ; 481 959 342 ; 476 825 72 ; 252 776 449 ; 
411 845 87 ; 693 193 335 ; 206 930 60 ; 414 369 179 ; 307 845 483 ; 
600 57 75 ; 1016 102 112 ; 952 892 148 ; 753 132 153 ; 505 530 57 ; 
326 289 94 ; 519 913 273 ; 425 669 67 ; 794 488 237 ; 615 764 367 ; 
673 551 362 ; 775 87 307 ; 643 784 303 ; 776 937 51 ; 282 543 284 ; 
571 401 305 ; 460 670 263 ; 105 609 82 ; 594 755 404 ; 334 290 142 ; 
885 133 306 ; 973 576 291 ; 733 1011 394 ; 646 351 105 ; 165 443 53 ; 
566 17 483 ; 213 940 39 ; 822 335 351 ; 553 155 37 ; 844 769 423 ; 
977 975 197 ; 529 830 82 ; 516 436 43 ; 867 686 432 ; 287 687 199 ; 
304 971 104 ; 220 802 95 ; 555 69 92 ; 710 466 162 ; 456 433 100 ; 
407 734 68 ; 214 897 133 ; 650 1008 102 ; 312 829 278 ; 1000 272 418 ; 
947 904 101 ; 725 55 189 ; 794 443 93 ; 237 630 101 ; 670 346 263 ; 
381 906 75 ; 254 395 343 ; 238 413 61 ; 43 947 419 ; 315 301 376 ; 
196 966 336 ; 251 911 283 ; 695 53 108 ; 301 774 310 ; 647 157 131 ; 
529 1021 494 ; 924 244 95 ; 313 705 221 ; 236 792 211 ; 538 168 55 ; 
480 544 246 ; 368 843 446 ; 421 843 398 ; 171 614 193 ; 328 621 198 ; 
325 275 13 ; 569 310 206 ; 250 599 262 ; 19 103 283 ; 187 674 399 ; 
732 536 381 ; 551 595 478 ; 371 905 230 ; 985 886 231 ; 582 144 434 ; 
858 49 102 ; 144 483 460 ; 744 817 405 ; 847 440 148 ; 497 299 107 ; 
9 697 158 ; 604 551 194 ; 485 773 146 ; 347 392 473 ; 491 182 486 ; 
540 300 168 ; 1023 744 14 ; 816 734 471 ; 232 974 111 ; 532 209 294 ; 
205 655 279 ; 756 810 312 ; 505 492 489 ; 897 545 410 ; 55 559 122 ; 
355 131 469 ; 76 562 22 ; 810 113 133 ; 760 408 270 ; 969 526 214 ; 
600 117 366 ; 386 741 311 ; 878 946 323 ; 399 613 188 ; 958 627 433 ; 
66 108 48 ; 628 130 284 ; 741 152 452 ; 125 990 310 ; 651 12 6 ; 
768 591 147 ; 485 350 243 ; 408 866 342 ; 1021 862 236 ; 624 732 104 ; 
732 656 430 ; 863 936 384 ; 1015 268 36 ; 981 410 5 ; 993 288 254 ; 
560 111 429 ; 911 535 309 ; 753 321 59 ; 591 985 19 ; 299 1 100 ; 
956 1000 276 ; 868 16 16 ; 113 685 47 ; 523 46 354 ; 812 557 355 ; 
923 694 117 ; 434 576 5 ; 755 943 36 ; 717 694 181 ; 718 442 481 ; 
694 814 220 ; 711 894 244 ; 372 814 393 ; 418 724 414 ; 975 592 469 ; 
646 429 269 ; 198 826 109 ; 117 87 231 ; 811 100 183 ; 229 705 348 ; 
19 586 182 ; 913 398 117 ; 703 55 36 ; 404 849 328 ; 996 119 146 ; 
401 200 450 ; 203 181 168 ; 290 597 110 ; 391 744 39 ; 72 584 122 ; 
658 118 163 ; 33 347 86 ; 88 263 259 ; 938 551 435 ; 33 234 467 ; 
233 892 359 ; 415 148 80 ; 1012 626 487 ; 732 197 118 ; 292 579 5 ; 
410 166 333 ; 758 796 120 ; 1021 291 165 ; 549 490 157 ; 783 69 215 ; 
651 644 308 ; 799 596 206 ; 401 752 221 ; 598 174 233 ; 153 1011 129 ; 
319 896 405 ; 91 416 299 ; 382 993 429 ; 873 635 127 ; 942 190 276 ; 
563 803 319 ; 135 625 262 ; 887 862 273 ; 37 63 462 ; 24 1020 220 ; 
921 221 21 ; 313 856 28 ; 283 202 179 ; 918 569 381 ; 84 461 274 ; 
887 112 473 ; 488 414 392 ; 326 491 55 ; 389 969 7 ; 385 1021 12 ; 
606 202 429 ; 439 726 90 ; 641 317 319 ; 186 290 430 ; 647 113 432 ; 
759 878 41 ; 149 158 268 ; 640 597 321 ; 585 900 419 ; 582 217 149 ; 
784 582 286 ; 486 844 441 ; 803 395 264 ; 69 230 333 ; 182 982 127 ; 
36 795 274 ; 194 472 445 ; 792 637 402 ; 668 104 66 ; 885 985 455 ; 
443 204 85 ; 263 29 181 ; 659 293 419 ; 889 174 182 ; 847 241 147 ; 
619 955 146 ; 67 380 446 ; 704 978 497 ; 808 168 149 ; 770 967 465 ; 
974 300 107 ; 1003 417 206 ; 272 1020 354 ; 446 378 221 ; 687 829 386 ; 
618 439 133 ; 998 86 356 ; 952 951 323 ; 96 560 59 ; 39 837 132 ; 
339 976 394 ; 756 535 132 ; 752 357 491 ; 106 838 383 ; 935 160 345 ; 
351 329 4 ; 437 94 486 ; 364 949 236 ; 924 461 156 ; 737 781 16 ; 
690 847 419 ; 201 863 302 ; 558 858 198 ; 372 101 174 ; 532 814 116 ; 
861 166 319 ; 955 136 282 ; 881 80 155 ; 318 976 231 ; 75 944 215 ; 
922 951 221 ; 761 273 207 ; 595 351 380 ; 696 157 446 ; 486 69 274 ; 
652 916 102 ; 788 67 267 ; 868 678 275 ; 820 630 448 ; 740 481 402 ; 
667 46 65 ; 940 301 183 ; 267 757 240 ; 424 747 79 ; 493 85 231 ; 
385 979 245 ; 452 687 273 ; 107 326 5 ; 737 846 473 ; 194 660 389 ; 
241 549 65 ; 542 336 124 ; 276 884 220 ; 1023 1003 51 ; 85 794 291 ; 
40 47 260 ; 727 976 277 ; 29 645 126 ; 875 158 165 ; 511 491 274 ; 
36 540 20 ; 372 232 125 ; 232 864 148 ; 211 739 116 ; 1005 14 327 ; 
28 806 56 ; 1004 959 405 ; 625 541 344 ; 783 230 298 ; 250 656 417 ; 
790 253 253 ; 1022 90 221 ; 862 470 6 ; 577 102 198 ; 591 758 230 ; 
373 474 331 ; 309 231 100 ; 850 716 308 ; 57 206 314 ; 713 571 441 ; 
966 424 80 ; 33 314 146 ; 503 576 265 ; 606 46 7 ; 340 752 277 ; 
814 416 364 ; 22 108 178 ; 738 804 199 ; 944 78 53 ; 491 136 406 ; 
916 444 32 ; 206 518 154 ; 782 591 195 ; 828 503 359 ; 557 992 409 ; 
973 24 377 ; 57 454 115 ; 861 169 85 ; 940 735 279 ; 52 333 347 ; 
496 645 411 ; 1014 900 371 ; 582 163 301 ; 61 954 59 ; 29 303 343 ; 
53 1016 384 ; 508 496 365 ; 677 1021 238 ; 388 237 312 ; 722 396 252 ; 
343 23 352 ; 219 566 192 ; 383 291 270 ; 313 798 0 ; 617 86 93 ; 
609 954 326 ; 81 748 416 ; 79 598 40 ; 316 286 397 ; 712 914 394 ; 
736 570 140 ; 278 722 315 ; 570 865 427 ; 344 565 22 ; 430 327 459 ; 
361 117 0 ; 85 985 170 ; 683 313 139 ; 970 319 290 ; 860 713 106 ; 
407 805 83 ; 105 216 335 ; 970 871 381 ; 512 885 79 ; 839 189 136 ; 
956 109 246 ; 918 639 295 ; 207 227 352 ; 526 917 156 ; 215 900 370 ; 
1020 571 246 ; 213 978 489 ; 60 639 291 ; 946 871 273 ; 111 423 437 ; 
220 405 228 ; 860 749 325 ; 63 153 143 ; 980 241 222 ; 856 275 165 ; 
403 146 364 ; 357 423 109 ; 997 806 270 ; 844 112 422 ; 243 953 440 ; 
648 586 135 ; 373 151 360 ; 527 634 432 ; 768 300 195 ; 20 493 291 ; 
166 902 476 ; 589 283 183 ; 372 901 101 ; 484 555 110 ; 413 132 494 ; 
999 843 185 ; 126 751 485 ; 760 495 339 ; 37 302 450 ; 530 66 326 ; 
408 686 190 ; 691 685 288 ; 568 18 258 ; 100 348 94 ; 232 498 218 ; 
51 891 271 ; 803 909 279 ; 274 276 417 ; 577 170 182 ; 643 832 295 ; 
305 491 421 ; 990 315 130 ; 1009 729 29 ; 333 491 390 ; 832 737 134 ; 
699 373 54 ; 584 1008 285 ; 860 745 40 ; 6 219 251 ; 839 754 112 ; 
306 796 119 ; 621 222 44 ; 327 339 126 ; 818 1 411 ; 532 787 417 ; 
905 781 81 ; 889 827 496 ; 610 651 93 ; 830 750 265 ; 560 402 464 ; 
332 697 15 ; 554 273 461 ; 894 840 90 ; 895 367 365 ; 659 228 380 ; 
416 921 204 ; 219 266 109 ; 871 195 226 ; 597 984 472 ; 1000 756 178 ; 
673 343 195 ; 947 236 239 ; 763 751 498 ; 106 568 148 ; 335 180 283 ; 
232 324 38 ; 498 349 171 ; 693 239 114 ; 654 740 113 ; 386 22 271 ; 
730 889 495 ; 966 41 460 ; 693 771 359 ; 238 347 170 ; 418 818 157 ; 
743 925 384 ; 68 424 136 ; 308 142 263 ; 24 732 152 ; 46 895 478 ; 
936 10 353 ; 977 822 291 ; 724 534 105 ; 47 1008 387 ; 865 565 353 ; 
766 457 235 ; 166 582 238 ; 309 181 175 ; 17 473 419 ; 912 396 443 ; 
922 705 277 ; 720 720 469 ; 230 677 258 ; 215 304 494 ; 780 169 325 ; 
214 453 35 ; 796 455 365 ; 977 526 488 ; 426 905 17 ; 822 284 270 ; 
503 734 18 ; 199 71 256 ; 877 386 444 ; 157 400 147 ; 327 462 182 ; 
780 365 58 ; 211 10 308 ; 738 846 124 ; 619 967 269 ; 904 81 44 ; 
614 107 130 ; 685 31 234 ; 47 676 293 ; 448 527 266 ; 910 593 392 ; 
251 415 23 ; 261 452 395 ; 84 260 450 ; 27 22 364 ; 109 210 56 ; 
216 196 468 ; 248 686 230 ; 924 352 311 ; 427 894 323 ; 1020 570 259 ; 
411 573 445 ; 863 332 268 ; 100 303 445 ; 122 1011 113 ; 332 291 345 ; 
528 475 58 ; 191 249 122 ; 543 709 498 ; 413 192 426 ; 984 123 109 ; 
533 964 229 ; 866 8 345 ; 145 337 264 ; 132 751 168 ; 424 168 122 ; 
899 718 22 ; 125 460 203 ; 834 451 46 ; 2 341 197 ; 125 659 274 ; 
65 972 374 ; 73 673 316 ; 410 214 198 ; 137 878 471 ; 305 641 351 ; 
1023 735 395 ; 460 334 423 ; 911 124 164 ; 228 457 430 ; 887 180 396 ; 
836 886 469 ; 485 78 298 ; 699 136 299 ; 554 339 121 ; 171 675 27 ; 
906 410 64 ; 217 21 292 ; 341 781 332 ; 799 327 387 ; 979 899 31 ; 
841 572 227 ; 920 310 407 ; 32 121 416 ; 372 343 20 ; 23 702 238 ; 
433 342 193 ; 455 1006 259 ; 212 82 288 ; 540 69 30 ; 415 285 329 ; 
988 364 312 ; 274 255 205 ; 396 631 325 ; 739 683 18 ; 417 265 106 ; 
759 18 441 ; 742 678 270 ; 824 530 313 ; 894 724 86 ; 155 693 370 ; 
519 617 61 ; 774 359 129 ; 381 1020 224 ; 41 690 144 ; 306 732 363 ; 
325 797 260 ; 1003 272 47 ; 509 201 73 ; 210 343 318 ; 903 1 20 ; 
497 75 63 ; 856 112 470 ; 852 424 352 ; 519 108 477 ; 227 531 366 ; 
1 347 405 ; 273 923 342 ; 474 192 437 ; 818 286 126 ; 819 250 144 ; 
894 369 116 ; 1007 1007 409 ; 407 371 377 ; 516 117 197 ; 23 927 240 ; 
371 1020 112 ; 270 414 457 ; 462 811 46 ; 749 694 192 ; 999 786 334 ; 
345 758 490 ; 328 203 276 ; 700 504 323 ; 817 634 355 ; 720 258 219 ; 
717 110 278 ; 107 987 145 ; 919 89 367 ; 589 690 370 ; 351 60 471 ; 
86 250 394 ; 289 311 351 ; 794 354 164 ; 404 805 36 ; 662 748 445 ; 
773 715 461 ; 736 28 286 ; 826 636 170 ; 492 682 345 ; 552 453 142 ; 
803 199 205 ; 90 291 3 ; 444 711 445 ; 226 807 111 ; 974 696 347 ; 
665 281 97 ; 694 584 474 ; 306 994 287 ; 988 275 285 ; 417 145 457 ; 
616 366 193 ; 907 674 132 ; 594 247 402 ; 377 614 179 ; 49 361 465 ; 
331 770 183 ; 915 929 113 ; 885 800 399 ; 136 473 113 ; 281 638 125 ; 
647 331 406 ; 297 828 202 ; 544 390 162 ; 134 397 4 ; 495 630 62 ; 
242 814 335 ; 147 639 434 ; 947 134 145 ; 396 959 490 ; 10 724 166 ; 
341 906 111 ; 145 680 87 ; 536 338 392 ; 933 591 29 ; 540 197 403 ; 
330 876 67 ; 969 863 469 ; 79 740 84 ; 14 479 51 ; 738 353 7 ; 
620 509 57 ; 276 288 98 ; 615 364 264 ; 182 985 308 ; 379 717 57 ; 
231 944 329 ; 70 389 159 ; 811 1005 456 ; 266 520 175 ; 619 431 77 ; 
104 352 491 ; 392 614 471 ; 757 1022 276 ; 718 942 363 ; 411 772 441 ; 
331 117 424 ; 720 817 295 ; 701 437 194 ; 197 137 413 ; 628 874 147 ; 
980 302 210 ; 571 349 419 ; 569 673 7 ; 488 588 72 ; 236 685 143 ; 
353 137 122 ; 146 845 430 ; 584 599 34 ; 721 140 372 ; 571 971 493 ; 
873 373 258 ; 199 904 222 ; 872 804 337 ; 437 436 219 ; 98 787 323 ; 
236 526 263 ; 57 596 164 ; 656 362 391 ; 796 830 251 ; 743 472 420 ; 
92 742 475 ; 997 968 261 ; 777 742 248 ; 189 61 64 ; 977 892 425 ; 
479 935 420 ; 51 307 324 ; 413 850 285 ; 220 953 145 ; 692 753 169 ; 
410 101 356 ; 354 322 416 ; 72 742 269 ; 133 1010 274 ; 1 692 152 ; 
936 472 397 ; 220 488 132 ; 46 561 491 ; 1000 266 8 ; 729 767 56 ; 
830 987 480 ; 128 275 390 ; 870 561 361 ; 857 599 81 ; 525 827 419 ; 
997 1008 252 ; 461 644 141 ; 1022 331 305 ; 264 432 431 ; 7 752 179 ; 
994 741 265 ; 245 115 367 ; 806 868 248 ; 382 670 358 ; 185 605 115 ; 
170 541 240 ; 814 390 209 ; 122 459 142 ; 554 575 28 ; 282 666 12 ; 
1023 463 263 ; 115 67 341 ; 983 823 163 ; 629 401 349 ; 210 837 175 ; 
752 773 145 ; 118 683 303 ; 578 29 133 ; 129 398 479 ; 795 6 201 ; 
235 646 4 ; 302 231 367 ; 101 62 34 ; 502 700 70 ; 315 695 499 ; 
65 876 150 ; 748 203 218 ; 777 345 252 ; 151 608 354 ; 158 402 307 ; 
804 478 143 ; 11 553 274 ; 74 744 272 ; 774 894 385 ; 445 649 471 ; 
298 615 499 ; 501 309 208 ; 846 122 160 ; 431 512 145 ; 833 8 397 ; 
287 299 427 ; 840 825 499 ; 560 629 454 ; 430 534 308 ; 56 941 58 ; 
671 640 232 ; 981 404 326 ; 79 916 143 ; 591 158 466 ; 599 575 477 ; 
898 126 378 ; 699 481 173 ; 304 847 229 ; 838 264 286 ; 756 454 60 ; 
372 66 404 ; 777 1000 320 ; 669 388 377 ; 827 622 476 ; 378 263 471 ; 
504 737 375 ; 985 474 477 ; 809 27 405 ; 49 141 429 ; 503 686 436 ; 
570 262 248 ; 546 510 12 ; 934 715 141 ; 532 999 443 ; 795 851 414 ; 
508 278 157 ; 982 603 245 ; 1010 604 31 ; 127 910 320 ; 813 6 273 ; 
52 882 96 ; 562 82 374 ; 254 60 285 ; 229 707 471 ; 56 133 104 ; 
334 962 307 ; 938 248 164 ; 518 519 142 ; 404 575 28 ; 410 680 256 ; 
268 264 385 ; 351 419 377 ; 411 96 348 ; 94 707 378 ; 227 827 443 ; 
166 719 16 ; 414 95 470 ; 933 453 340 ; 484 798 327 ; 140 246 211 ; 
404 507 282 ; 823 821 286 ; 919 673 89 ; 603 779 332 ; 406 90 162 ; 
101 482 494 ; 196 185 484 ; 650 825 230 ; 424 960 411 ; 670 476 403 ; 
153 402 275 ; 974 596 475 ; 623 118 379 ; 378 50 122 ; 469 77 177 ; 
951 331 0 ; 112 751 249 ; 938 561 90 ; 874 280 164 ; 326 483 204 ; 
728 826 466 ; 301 549 483 ; 419 72 338 ; 469 515 229 ; 546 536 36 ; 
877 964 53 ; 604 470 444 ; 141 172 385 ; 421 524 215 ; 904 276 261 ; 
706 698 88 ; 232 249 328 ; 304 775 269 ; 819 901 204 ; 332 381 114 ; 
272 330 364 ; 742 206 302 ; 914 195 58 ; 414 98 68 ; 690 876 241 ; 
364 956 334 ; 614 740 268 ; 365 826 76 ; 242 306 433 ; 623 256 164 ; 
953 753 300 ; 136 79 489 ; 331 9 331 ; 430 81 270 ; 282 575 320 ; 
214 949 187 ; 954 1005 335 ; 756 270 101 ; 39 863 27 ; 295 227 137 ; 
24 948 25 ; 103 917 390 ; 113 604 30 ; 194 182 478 ; 769 175 152 ; 
694 858 462 ; 676 881 200 ; 946 495 490 ; 785 474 307 ; 1012 695 354 ; 
936 516 449 ; 829 267 310 ; 410 153 385 ; 592 371 86 ; 767 1019 333 ; 
601 925 366 ; 459 21 225 ; 954 72 325 ; 404 879 447 ; 75 701 320 ; 
592 818 164 ; 859 960 77 ; 1012 182 250 ; 360 540 16 ; 355 69 497 ; 
257 368 364 ; 278 337 306 ; 350 982 157 ; 205 525 223 ; 906 853 179 ; 
701 145 366 ; 637 374 310 ; 819 409 401 ; 336 853 170 ; 405 866 298 ; 
773 623 437 ; 86 981 402 ; 44 774 393 ; 569 497 399 ; 398 624 229 ; 
544 826 439 ; 918 597 480 ; 303 202 14 ; 133 820 73 ; 999 774 245 ; 
598 60 215 ; 555 626 200 ; 305 447 427 ; 802 619 71 ; 402 996 229 ; 
205 231 275 ; 802 168 23 ; 1004 742 402 ; 801 87 365 ; 551 793 226 ; 
611 880 38 ; 214 716 164 ; 661 639 60 ; 256 607 233 ; 228 120 408 ; 
460 31 466 ; 628 487 423 ; 346 837 89 ; 433 466 70 ; 202 229 331 ; 
58 991 374 ; 775 303 490 ; 390 171 376 ; 997 345 481 ; 93 297 2 ; 
125 651 370 ; 612 187 26 ; 425 524 450 ; 891 842 8 ; 96 937 274 ; 
63 560 492 ; 367 794 83 ; 538 218 394 ; 883 303 408 ; 156 645 494 ; 
808 192 435 ; 995 198 8 ; 495 833 236 ; 314 789 21 ; 227 155 81 ; 
787 748 493 ; 557 375 297 ; 775 777 156 ; 55 545 334 ; 700 287 362 ; 
892 123 498 ; 67 83 62 ; 900 656 477 ; 665 629 333 ; 821 470 51 ; 
545 408 462 ; 920 409 294 ; 673 777 35 ; 194 659 63 ; 482 401 210 ; 
605 300 330 ; 688 1006 295 ; 320 660 130 ; 950 809 138 ; 396 248 179 ; 
804 938 28 ; 189 368 381 ; 966 356 469 ; 602 95 390 ; 1003 913 53 ; 
279 383 451 ; 262 746 76 ; 922 152 232 ; 707 458 213 ; 955 406 335 ; 
869 150 235 ; 214 440 204 ; 570 625 241 ; 665 460 152 ; 554 489 474 ; 
937 1000 217 ; 660 68 85 ; 812 848 287 ; 247 925 153 ; 653 928 220 ; 
803 304 39 ; 219 484 72 ; 845 853 318 ; 281 141 312 ; 770 31 117 ; 
746 925 147 ; 814 50 85 ; 638 461 373 ; 540 770 493 ; 444 762 288 ; 
748 685 85 ; 208 453 117 ; 38 436 60 ; 179 988 441 ; 211 158 150 ; 
112 905 36 ; 162 542 458 ; 623 839 288 ; 369 925 111 ; 107 233 139 ; 
